商品名稱,屬性,顏色,標籤,SKU編號,URL
Hug Fai Hug D｜Boat Neck Spider Web Pattern Indigo Tie Dye Blouse＃蜘蛛網船型領泰式靛染上衣,上衣,藍,"鈕扣,修身,無袖",2226007,https://clastylist.com/product_detail1723.htm
OLA GLOW｜High Waist Butt Lifting Biker ShortsLYCRA 高彈單車褲,單車褲,"黑,灰","吸汗,彈力,鬆緊,高腰,排汗,快乾,透氣",FC23090211,https://clastylist.com/product_detail1717.htm
Classic Stripe Irregular Panel Layered Skirt古典條紋不規則拼接層次長裙,長裙,黑,"古典,不規則,拼接,條紋",23060306300,https://clastylist.com/product_detail1716.htm
Candith｜Blue Leaf Button Details Cotton Pants＃杏葉腰釦細節寬口褲,寬口褲,藍,"鈕扣,純棉,雙口袋,鬆緊腰,彈力",2227033,https://clastylist.com/product_detail1712.htm
Sleeveless Side Ruffled Detail Casual Khaki Dress無袖棉麻休閒打褶卡其洋裝,"長洋裝,洋裝",,"棉,拼接,排釦,無袖",23060506820,https://clastylist.com/product_detail1719.htm
Sleeveless Side Ruffled Detail Casual Black Dress無袖棉麻休閒打褶黑洋裝,"洋裝,長洋裝",黑,"排釦,拼接,棉,無袖",23060506810,https://clastylist.com/product_detail1715.htm
Urban Splash Ink V Neck Pintuck Top都市潑墨綠Ｖ領細褶上衣,"上衣,短袖,短袖上衣",綠,"細褶,印花,抽褶,Ｖ領,潑墨",23060117910,https://clastylist.com/product_detail1714.htm
Double Layers Lucky Leaf Necklace雙層幸運項鍊,項鍊,黃,"雙層,鈦鋼",2109146,https://clastylist.com/product_detail1915.htm
Bow Pearls Necklace蝴蝶結珍珠項鍊,項鍊,白,"蝴蝶結,珍珠",2109148,https://clastylist.com/product_detail1917.htm
Urban Splash Ink V Neck Pintuck Top都市薄霧藍Ｖ領細褶上衣,"上衣,短袖,短袖上衣",藍,"Ｖ領,印花,抽褶",23060117920,https://clastylist.com/product_detail1713.htm
OLA GLOW｜LYCRA All Fit LeggingsLYCRA 高彈瑜珈褲,瑜珈褲,"黑,灰","吸汗,快乾,鬆緊,彈力,高腰,排汗,透氣",FC23090201,https://clastylist.com/product_detail1718.htm
OLA GLOW｜Eco-Friendly High-Waisted Leggings再生環保瑜伽褲,瑜珈褲,"卡,灰","鬆緊,彈力,高腰",FC23090011,https://clastylist.com/product_detail1708.htm
Candith｜Light Brown Linen Balloon Pants＃藕色鬆緊腰氣球縮口褲,縮口褲,卡,"鬆緊腰,縮口,雙口袋,亞麻",2227035,https://clastylist.com/product_detail1711.htm
Candith｜ Greyish Blue Zigzag Hand-Stitching Linen Top＃灰藍拼接手工鋸齒縫線上衣,"短袖上衣,上衣,短袖",,"拼接,寬鬆,棉",2227037,https://clastylist.com/product_detail1710.htm
British Checker Front Slit Flared Skirt英倫格紋前開衩傘襬長裙,長裙,卡,"前開衩,格紋,傘襬,鬆緊,束繩",23060306700,https://clastylist.com/product_detail1701.htm
Demode｜2-Ways Checkered Hat＃格紋藏藍雙面戴漁夫帽,"帽子,漁夫帽",藍,"雙面,造型,格紋,素色",23060702510,https://clastylist.com/product_detail1703.htm
Demode｜2-Ways Checkered Hat＃格紋黃綠雙面戴漁夫帽,"帽子,漁夫帽",黃,"雙面,造型,格紋,素色",23060702520,https://clastylist.com/product_detail1702.htm
Light Yellow Irregular Breasted Shirt鵝黃不規則排釦襯衫,襯衫,,"排釦,不規則,親膚,撞色,棉料",23060118500,https://clastylist.com/product_detail1706.htm
INSIS｜ British Rose Checkered Skirt＃英式浪漫格紋立體花朵設計感裙,長裙,紫色,"手作,英式,花朵,格紋,彈力",23050305801,https://clastylist.com/product_detail1616.htm
Single Off-shoulder Tie-waist Top設計感黑單露肩腰綁帶上衣,上衣,黑,"露肩,不規則,純棉,腰綁帶",23060118400,https://clastylist.com/product_detail1707.htm
Hug Fai Hug D｜Small Circle Tie Dyed Skirt＃小圓圈泰式靛染排釦裙,排扣裙,藍,"雙口袋,綁帶,寬鬆,靛染,排釦",2226014,https://clastylist.com/product_detail1748.htm
Hug Fai Hug D｜Three Tone Tie Dyed Skirt＃三色拼接泰式靛染排釦裙,排扣裙,藍,"雙口袋,寬鬆,色塊,拼接,排釦,綁帶,靛染",2226015,https://clastylist.com/product_detail1749.htm
SARALOLO｜Awakening Print-BP Hoodie【50% SALE】＃復古覺醒印花太空棉短版上衣,"長袖上衣,長袖,上衣",黑色,"短版,印花",PC23030111,https://clastylist.com/product_detail1697.htm
Black And White Irregular Geometric Stitching Shirt黑白不規則幾何拼接短袖襯衫,"襯衫,短袖",黑色,"口袋,撞色,拼接,不規則,寬鬆",23060117610,https://clastylist.com/product_detail1696.htm
White And Black Irregular Geometric Stitching Shirt白黑不規則幾何拼接短袖襯衫,"襯衫,短袖",白色,"不規則,撞色,拼接,口袋",23060117620,https://clastylist.com/product_detail1695.htm
Demode｜ American Campus Wide Pleated Skirt＃美式校園卡格紋低腰寬褶裙,褶裙,,"低腰,雙層,手工,長絨棉,天絲,格紋",23060307121,https://clastylist.com/product_detail1688.htm
Demode｜ American Campus Wide Pleated Skirt＃美式校園綠格紋低腰寬褶裙,褶裙,綠色,"低腰,手工,長絨棉,天絲,格紋,鈕扣",23060307111,https://clastylist.com/product_detail1687.htm
Asymmetric Accordion Pleated Sleeveless Dress風琴褶不對稱無袖藍洋裝,"洋裝,短洋裝",藍色,"不對稱,無袖,純棉,單釦",23060506732,https://clastylist.com/product_detail1693.htm
Asymmetric Accordion Pleated Sleeveless Dress風琴褶不對稱無袖黑洋裝,"短洋裝,洋裝",黑色,"不對稱,純棉,無袖,單釦",23060506712,https://clastylist.com/product_detail1692.htm
Asymmetric Accordion Pleated Sleeveless Dress風琴褶不對稱無袖白洋裝,"洋裝,短洋裝",白色,"單釦,純棉,無袖,不對稱",23060506722,https://clastylist.com/product_detail1691.htm
Demode｜ American Color-block Cami Top＃美式甜辣紫綠拼接色塊背心,背心,紫色,"細肩帶,色塊,拼接,可調式",23060119422,https://clastylist.com/product_detail1690.htm
Demode｜ American Color-block Cami Top＃美式甜辣灰白拼接色塊背心,背心,灰色,"色塊,拼接,細肩帶,可調式",23060119412,https://clastylist.com/product_detail1689.htm
Demode｜ Vintage Side Drawstring Checkered Dress＃疊層多領結立體花邊格紋洋裝,洋裝,,"翻領,無袖,格紋,印花,荷葉邊,花邊,連衣裙,領結,開扣",23060507502,https://clastylist.com/product_detail1683.htm
Candith｜Button Details Linen Balloon Pants＃鈕釦細節棉麻寬口褲,寬口褲,卡色,"抓褶,棉麻,雙口袋,鬆緊腰,寬口",2227029,https://clastylist.com/product_detail1680.htm
Candith｜Dark Brown Zigzag Hand-Stitching Linen Top＃卡其側拼接手工鋸齒縫線上衣,"短袖上衣,上衣,短袖",,"拼接,色塊,寬鬆",2227036,https://clastylist.com/product_detail1694.htm
Demode｜ American Pocket Folded Cargo Pants＃美式復古立體口袋疊折卡其工裝褲,工裝褲,卡其色,鬆緊腰,23060204921,https://clastylist.com/product_detail1686.htm
Candith｜Natural Cotton Bow Tie Skirt＃泰靛染腰綁結裙,短裙,藍色,"雙口袋,腰綁帶,純棉,綁結",2227032,https://clastylist.com/product_detail1670.htm
Candith｜Natural Cotton Blue Halter Neck Top＃泰靛染繞脖削肩背心,背心,藍色,"單釦,細肩帶,削肩,純棉",2227031,https://clastylist.com/product_detail1669.htm
Street Style Pocket Waist Drawstring Dress街頭束腰繩大口袋背心軍綠洋裝,"背心,洋裝,長洋裝",綠色,"寬鬆,抽繩,傘襬,雙口袋",23060506620,https://clastylist.com/product_detail1679.htm
Street Style Pocket Waist Drawstring Dress街頭束腰繩大口袋背心黑色洋裝,"洋裝,背心,長洋裝",黑色,"雙口袋,寬鬆,抽繩,傘襬",23060506610,https://clastylist.com/product_detail1678.htm
SARALOLO｜Aeonflux Necklace Print-S T-Shirt【50% SALE】＃Y2K串珠項鍊印花上衣,"上衣,短袖上衣",白色,"親膚,印花",PC23030101,https://clastylist.com/product_detail1677.htm
SARALOLO｜Aeonflux Necklace Print-L T-Shirt【50% SALE】＃復古珠寶項鍊印花上衣,"短袖,上衣,短袖上衣",白色,"印花,親膚",PC23030091,https://clastylist.com/product_detail1676.htm
Splash-Ink Asymmetric Hem Ruffle Skirt水墨扎染不規則鬆緊腰長裙,長裙,灰色,"百摺,不規則,拼接,鬆緊腰",23060306600,https://clastylist.com/product_detail1675.htm
Splash-Ink Pleated Patch Side Drawstring Shirt水墨百褶拼接短袖側綁帶襯衫,"襯衫,短袖上衣,短袖",黑色,"不規則,拼接,百摺",23060117700,https://clastylist.com/product_detail1674.htm
F.｜Splash-Ink Abstract Asymmetric Patch Multi-Ways Skirt ＃潑墨解構抽象不規則可拆式裙,"長裙,短裙","黑色,灰色","可拆式,不規則,雙口袋,鏤空",23060307014,https://clastylist.com/product_detail1641.htm
Removable Suspender Pearl Details Tulle Skirt 高腰珍珠網紗可拆式吊帶裙,吊帶裙,黑色,"可拆式,吊帶,高腰,網紗,珍珠",23060306502,https://clastylist.com/product_detail1673.htm
Minimalist Puffy Sleeve Shirt Dress簡約立體蓬袖白色長版襯衫,"洋裝,長版襯衫,短洋裝",白色,"直筒,長版,網紗,棉,高腰",23060118202,https://clastylist.com/product_detail1672.htm
Candith｜Built-in Scarf Linen Light Grey Blouse＃大領巾設計感棉麻襯衫,"短袖,短袖上衣,襯衫",白色,棉麻,2227034,https://clastylist.com/product_detail1682.htm
Candith｜Chocolate Brown Linen Wide Leg Pants＃巧克力卡簡約棉麻寬口褲,寬口褲,卡色,"鬆緊腰,亞麻,雙口袋,寬口,棉麻",2227030,https://clastylist.com/product_detail1681.htm
Demode｜Knot Ruffle Drawstring Knit Top＃扭結抽繩多穿法藍針織上衣,"針織上衣,上衣",藍色,"露肩,細肩帶,抽繩,扭結,羅紋",23060119312,https://clastylist.com/product_detail1666.htm
Demode｜Knot Ruffle Drawstring Knit Top＃扭結抽繩多穿法卡針織上衣,"上衣,針織上衣",卡色,"露肩,細肩帶,抽繩,扭結,羅紋",23060119322,https://clastylist.com/product_detail1667.htm
Candith｜Multicolor Black/Grey Linen Sleeveless Top＃棉麻黑灰色塊拼接無袖上衣,上衣,灰色,"細肩帶,拼接,色塊,棉麻",2227028,https://clastylist.com/product_detail1668.htm
Y2K Style Black And White Asymmetric Shirt SetY2K黑白不規則拼接套裝,襯衫,"白色,黑色","套裝,拼接,撞色,棉,不規則,高腰",23060601204,https://clastylist.com/product_detail1671.htm
Demode｜Layered Knot Ruffle Detail Vest＃疊層多領結立體花邊黃背心,背心,黃色,"荷葉邊,翻領,細肩帶,棉,花邊,領結",23060119222,https://clastylist.com/product_detail1664.htm
INSIS｜Back Slot Embroidered Dress＃法式古典環形繡花圓領蛋形連衣裙,"長洋裝,洋裝",黑色,"圓領,鏤空,法式",23060507201,https://clastylist.com/product_detail1662.htm
Candith｜Natural Cotton Dress with Side Pockets＃點點雙細肩帶泰靛染洋裝,"洋裝,短洋裝",藍色,"雙口袋,綁帶,純棉,腰帶",2227024,https://clastylist.com/product_detail1658.htm
F.｜Minimal Fold Wide Leg Pants＃簡約抓褶九分黑色寬口褲,寬口褲,黑色,"寬口,鬆緊腰,雙口袋,抓褶,oversize",23060204720,https://clastylist.com/product_detail1656.htm
F.｜Minimal Fold Wide Leg Pants＃簡約抓褶九分卡其寬口褲,寬口褲,,"寬口,抓褶,雙口袋,鬆緊腰,oversize",23060204710,https://clastylist.com/product_detail1655.htm
Smile Necklace微笑項鍊,項鍊,白,鈦鋼,2109143,https://clastylist.com/product_detail1903.htm
INSIS｜ Drawstring Puffy Sleeve Waistline Dress＃法式抽褶袖圓領收腰黃青綠洋裝,"長洋裝,洋裝",綠色,"收腰,圓領,法式,抽褶",23060507121,https://clastylist.com/product_detail1651.htm
INSIS｜ Drawstring Puffy Sleeve Waistline Dress＃法式抽褶袖圓領收腰珍珠粉洋裝,"洋裝,長洋裝",,"收腰,圓領,法式,抽褶",23060507111,https://clastylist.com/product_detail1650.htm
INSIS｜ Drawstring Puffy Sleeve Waistline Top＃法式抽褶袖圓領收腰上衣,"上衣,短袖上衣",綠色,"抽褶,圓領,法式,收腰",23060119122,https://clastylist.com/product_detail1649.htm
Candith｜Two Colors Pockets Linen Straight Pants＃簡約口袋拼接棉麻寬褲,寬褲,卡色,"口袋,棉麻,撞色,拼接,可調節",2227026,https://clastylist.com/product_detail1659.htm
Candith｜Multicolor Nude Brown Patchwork Linen Sleeveless Top＃棉麻卡其色塊拼接無袖上衣,無袖上衣,卡色,"拼接,色塊,細肩帶,棉麻",2227025,https://clastylist.com/product_detail1660.htm
Lolli Cross-body Bag｜Vanilla＃Lolli 貝殼包｜香草白,貝殼包,白色,"磁吸,可調式,天鵝絨,斜背袋",NC22340312,https://clastylist.com/product_detail1646.htm
Lolli Cross-body Bag｜Tomato Red＃Lolli 貝殼包｜蕃茄紅,貝殼包,紅色,"可調式,磁吸,天鵝絨,斜背袋",NC22340292,https://clastylist.com/product_detail1654.htm
Lolli Cross-body Bag｜Lavender＃Lolli 貝殼包｜薰衣草紫,貝殼包,紫色,"可調式,磁吸,天鵝絨,斜背袋",NC22340322,https://clastylist.com/product_detail1645.htm
INSIS｜Asymmetric Puffy Pleated Half Skirt＃復古扭駁立體褶蓬鬆裙｜黑,褶裙,,"輕盈,長絨棉,抽褶,蓬鬆",23050305921,https://clastylist.com/product_detail1627.htm
INSIS｜Asymmetric Puffy Pleated Half Skirt＃復古扭駁立體褶蓬鬆裙｜卡其,褶裙,,"輕盈,長絨棉,抽褶,蓬鬆",23050305911,https://clastylist.com/product_detail1625.htm
F.｜Pink And Red Tulle Hem Dress＃莓果派對網紗拼接長版上衣,"上衣,短袖,短袖上衣",,"寬鬆,長版,拼接,網紗",23060119010,https://clastylist.com/product_detail1640.htm
SYS｜Japan Fabric Vintage Oversize Totem Shirt＃SYS 日本進口面料復古圖騰襯衫｜米灰,襯衫,灰色,"寬鬆,金屬鏈,直筒,圖騰,壓折",NC23040492,https://clastylist.com/product_detail1644.htm
SYS｜Japan Fabric Vintage Oversize Totem Shirt＃SYS 日本進口面料復古圖騰襯衫｜棗紅,襯衫,紅色,"寬鬆,金屬鏈,直筒,圖騰,壓折",NC23040472,https://clastylist.com/product_detail1642.htm
SYS｜Japan Fabric Vintage Oversize Totem Shirt＃SYS 日本進口面料復古圖騰襯衫｜熟橙,襯衫,橘色,"寬鬆,金屬鏈,直筒,圖騰,壓折",NC23040512,https://clastylist.com/product_detail1643.htm
Natural Pearl Drop Earrings＃天然珍珠成對雨滴耳環,耳環,,"k金,珍珠",2216024,https://clastylist.com/product_detail1033.htm
F.｜Lady Tulle Waist Tie Outerwear＃透膚外搭縮袖綁帶罩衫,"罩衫,外套",黑色,"落肩,綁帶,網紗,透膚",23060401802,https://clastylist.com/product_detail1634.htm
Sying Side Crossover Strap Checker Dress Sying x CLA 格紋單肩交叉短洋裝,"洋裝,背心,短洋裝","黑色,白色","交叉,格紋,不對稱",22011702,https://clastylist.com/product_detail777.htm
SARALOLO｜Black and white Butterfly Sketch Printed Pleated Skirt【50% SALE】＃高訂｜黑白蝴蝶素描印花不對稱百褶裙,百褶裙,灰色,"素描,蝴蝶,印花,不對稱",PC23030061,https://clastylist.com/product_detail1633.htm
SARALOLO｜Black and white Butterfly Sketch Printed Dress【50% SALE】＃高訂｜黑白蝴蝶素描印花連衣裙,"洋裝,長洋裝",灰色,"蝴蝶,傘襬,印花,連衣裙,後排釦,荷葉",PC23030041,https://clastylist.com/product_detail1628.htm
SYS｜Minimal Detail Straight Black Suit Pants＃黑色直筒垂版抓褶細節西裝褲,西裝褲,黑色,"直筒,棉,抓褶,反褶",NC23040132,https://clastylist.com/product_detail1622.htm
SYS｜Woolen Minimal Detail Straight Pants＃羊毛直筒垂版抓褶細節休閒褲,休閒褲,卡其色,"直筒,抓褶,羊毛",NC23040352,https://clastylist.com/product_detail1629.htm
INSIS｜ Vacation Halter Neck Pleated Top＃涼感法式削肩抽繩度假背心｜自然黑,背心,黑色,"法式,細肩帶,削肩,修身,造型,褶皺,涼感",23040117222,https://clastylist.com/product_detail1624.htm
INSIS｜ Vacation Halter Neck Pleated Top＃涼感法式削肩抽繩度假背心｜深卡其,背心,卡其色,"抽繩,細肩帶,削肩,修身,造型,褶皺,法式,涼感",23040117212,https://clastylist.com/product_detail1623.htm
SARALOLO｜Black and White V-neck Butterfly Sketch Printed Ruffle Sleeves Top【50% SALE】＃高訂｜黑白V領蝴蝶素描印花上衣,上衣,灰色,"蝴蝶,鏤空,印花,細肩帶,V領",PC23030051,https://clastylist.com/product_detail1632.htm
Asymmetric Pearl Drop Necklace 2p Set＃不對稱雨滴珍珠項鍊兩件組,"耳環,項鍊",,"不對稱,耳針,珍珠,耳夾,k金",2216034,https://clastylist.com/product_detail1076.htm
SYS｜Minimal Logo Cotton Plain Black T-Shirt＃經典刺繡logo親膚純棉黑Ｔ,短袖上衣,黑色,"親膚,刺繡,落肩,純棉",NC23040122,https://clastylist.com/product_detail1631.htm
SYS｜Minimal Logo Cotton Plain White T-Shirt＃經典刺繡logo親膚純棉白Ｔ,"短袖上衣,短袖",白色,"落肩,純棉,親膚",NC23040112,https://clastylist.com/product_detail1630.htm
Natural Jacquard Drawstring Bag自然系束口包｜緹花束口包款,束口包,白色,"手提,緹花,夾層,斜背,編織,紋路",2231013,https://clastylist.com/product_detail1638.htm
Natural Woven Drawstring Bag自然系束口包｜編織感束口包款,束口包,白色,"手提,緹花,夾層,斜背,編織,紋路",2231012,https://clastylist.com/product_detail1637.htm
SYS｜Japan Fabric Oversize Stripe Shirt＃SYS 日本進口面料Unisex綠條紋襯衫,襯衫,綠色,"寬鬆,條紋,純棉,直紋,直筒",NC23040212,https://clastylist.com/product_detail1620.htm
SYS｜Japan Fabric Oversize Stripe Shirt＃SYS 日本進口面料Unisex藏青條紋襯衫,襯衫,藍色,"條紋,寬鬆,純棉,直紋",NC23040232,https://clastylist.com/product_detail1621.htm
INSIS｜ POLO Tank Tassel Hem Knit Tank Top＃POLO領挖肩針織流蘇背心,背心,紫色,"手工,polo領,細肩帶,流蘇,涼感紗",23050117312,https://clastylist.com/product_detail1614.htm
INSIS｜ POLO Tank Tassel Hem Knit Dress＃POLO領挖肩針織流蘇連衣裙,"洋裝,長洋裝",灰色,"挖肩,涼感紗,手工,流蘇,polo領",23050506222,https://clastylist.com/product_detail1613.htm
SARALOLO｜Colorful Butterfly Printed Dimensional Pleated Dress【50% SALE】＃高訂｜彩色蝴蝶印花立體連衣裙,"洋裝,短洋裝",,"花苞,修身,印花,抓褶,高腰,蝴蝶,連衣裙",PC23030031,https://clastylist.com/product_detail1618.htm
SYS｜Vintage Ruffled Suspender Dress＃SYS 醋酸工藝復古木耳邊吊帶長裙,"洋裝,長洋裝",綠色,"木耳邊,荷葉邊,可調式肩帶",NC23040252,https://clastylist.com/product_detail1619.htm
Icy Designer Denim Patch Tulle ShirtIcy x CLA 牛仔口袋透紗襯衫,襯衫,,"撞色,短版,拼接,口袋,牛仔,單寧",22102602,https://clastylist.com/product_detail1431.htm
INSIS｜Twist Suspender Gradient Printed Dress＃麻花肩帶漸層印花涼感洋裝,"洋裝,長洋裝",白色,"麻花,印花,扭結,涼感",23050506101,https://clastylist.com/product_detail1603.htm
